farm_id,field_id,date,soil_moisture_pct_nfk,growth_stage,crop_type,days_since_last_irrigation,previous_irrigation_mm,onfarm_rain_gauge_mm,soil_type,crop_variety_maturity,days_after_planting,irrigation_type,water_source,field_area_ha,irrigation_need
farm_8,farm_8_field_1,2025-04-28,76.8,initial,maize,0,0.0,0.0,loam,early,0,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-04-29,76.9,initial,maize,1,0.0,0.0,loam,early,1,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-04-30,70.9,initial,maize,2,0.0,0.8,loam,early,2,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-01,75.6,initial,maize,3,0.0,0.0,loam,early,3,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-02,72.2,initial,maize,4,0.0,0.0,loam,early,4,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-03,77.1,initial,maize,5,0.0,3.4,loam,early,5,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-04,76.2,initial,maize,6,0.0,0.0,loam,early,6,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-05,78.0,initial,maize,7,0.0,0.0,loam,early,7,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-06,75.1,initial,maize,8,0.0,0.0,loam,early,8,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-07,72.8,initial,maize,9,0.0,0.0,loam,early,9,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-08,77.7,initial,maize,10,0.0,0.3,loam,early,10,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-09,73.3,initial,maize,11,0.0,0.7,loam,early,11,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-10,70.1,initial,maize,12,0.0,0.0,loam,early,12,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-11,70.3,initial,maize,13,0.0,0.0,loam,early,13,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-12,69.0,initial,maize,14,0.0,0.4,loam,early,14,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-13,69.8,initial,maize,15,0.0,0.0,loam,early,15,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-14,66.6,initial,maize,16,0.0,0.3,loam,early,16,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-15,73.7,initial,maize,17,0.0,0.0,loam,early,17,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-16,70.2,initial,maize,18,0.0,0.7,loam,early,18,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-17,61.9,initial,maize,19,0.0,8.6,loam,early,19,hose_reel,farm_reservoir,22.8,0
farm_8,farm_8_field_1,2025-05-18,74.6,initial,maize,20,0.0,0.1,loam,early,20,hose_reel,farm_reservoir,22.8,0
