farm_id,field_id,date,soil_moisture_pct_nfk,growth_stage,crop_type,days_since_last_irrigation,previous_irrigation_mm,onfarm_rain_gauge_mm,soil_type,crop_variety_maturity,days_after_planting,irrigation_type,water_source,field_area_ha,irrigation_need
farm_1,farm_1_field_1,2026-04-16,68.6,initial,sugar_beet,0,0.0,3.9,loam,medium,0,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-04-17,74.0,initial,sugar_beet,1,0.0,0.0,loam,medium,1,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-04-18,68.0,initial,sugar_beet,2,0.0,0.1,loam,medium,2,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-04-19,68.8,initial,sugar_beet,3,0.0,0.3,loam,medium,3,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-04-20,74.7,initial,sugar_beet,4,0.0,0.0,loam,medium,4,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-04-21,74.5,initial,sugar_beet,5,0.0,0.6,loam,medium,5,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-04-22,77.3,initial,sugar_beet,6,0.0,3.5,loam,medium,6,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-04-23,77.1,initial,sugar_beet,7,0.0,0.0,loam,medium,7,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-04-24,69.2,initial,sugar_beet,8,0.0,0.4,loam,medium,8,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-04-25,74.0,initial,sugar_beet,9,0.0,0.0,loam,medium,9,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-04-26,72.9,initial,sugar_beet,10,0.0,0.0,loam,medium,10,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-04-27,70.8,initial,sugar_beet,11,0.0,5.5,loam,medium,11,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-04-28,73.8,initial,sugar_beet,12,0.0,0.0,loam,medium,12,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-04-29,71.1,initial,sugar_beet,13,0.0,0.5,loam,medium,13,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-04-30,79.5,initial,sugar_beet,14,0.0,1.6,loam,medium,14,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-01,76.4,initial,sugar_beet,15,0.0,0.6,loam,medium,15,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-02,75.4,initial,sugar_beet,16,0.0,0.0,loam,medium,16,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-03,78.3,initial,sugar_beet,17,0.0,2.5,loam,medium,17,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-04,70.8,initial,sugar_beet,18,0.0,0.2,loam,medium,18,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-05,74.9,initial,sugar_beet,19,0.0,0.1,loam,medium,19,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-06,70.7,initial,sugar_beet,20,0.0,0.0,loam,medium,20,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-07,69.3,initial,sugar_beet,21,0.0,0.0,loam,medium,21,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-08,77.6,initial,sugar_beet,22,0.0,0.6,loam,medium,22,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-09,71.6,initial,sugar_beet,23,0.0,1.6,loam,medium,23,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-10,71.6,initial,sugar_beet,24,0.0,0.0,loam,medium,24,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-11,76.2,development,sugar_beet,25,0.0,0.8,loam,medium,25,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-12,69.2,development,sugar_beet,26,0.0,0.0,loam,medium,26,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-13,72.4,development,sugar_beet,27,0.0,0.2,loam,medium,27,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-14,61.1,development,sugar_beet,28,0.0,0.0,loam,medium,28,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-15,63.7,development,sugar_beet,29,0.0,0.0,loam,medium,29,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-16,57.7,development,sugar_beet,30,0.0,0.0,loam,medium,30,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-17,59.7,development,sugar_beet,31,0.0,6.2,loam,medium,31,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-18,65.2,development,sugar_beet,32,0.0,0.8,loam,medium,32,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-19,64.9,development,sugar_beet,33,0.0,8.1,loam,medium,33,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-20,65.6,development,sugar_beet,34,0.0,0.0,loam,medium,34,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-21,59.6,development,sugar_beet,35,0.0,5.7,loam,medium,35,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-22,66.2,development,sugar_beet,36,0.0,0.2,loam,medium,36,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-23,65.1,development,sugar_beet,37,0.0,0.7,loam,medium,37,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-24,65.8,development,sugar_beet,38,0.0,0.0,loam,medium,38,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-25,57.0,development,sugar_beet,39,0.0,3.6,loam,medium,39,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-26,60.6,development,sugar_beet,40,0.0,0.0,loam,medium,40,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-27,60.6,development,sugar_beet,41,0.0,0.0,loam,medium,41,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-28,58.6,development,sugar_beet,42,0.0,0.0,loam,medium,42,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-29,59.0,development,sugar_beet,43,0.0,0.3,loam,medium,43,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-30,58.2,development,sugar_beet,44,0.0,0.1,loam,medium,44,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-05-31,46.2,development,sugar_beet,45,0.0,0.0,loam,medium,45,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-01,46.6,development,sugar_beet,46,0.0,0.6,loam,medium,46,drip,groundwater_well,4.4,1
farm_1,farm_1_field_1,2026-06-02,63.9,development,sugar_beet,1,18.0,0.0,loam,medium,47,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-03,58.3,development,sugar_beet,2,18.0,0.0,loam,medium,48,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-04,54.2,development,sugar_beet,3,18.0,0.0,loam,medium,49,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-05,59.5,development,sugar_beet,4,18.0,0.1,loam,medium,50,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-06,49.7,development,sugar_beet,5,18.0,0.4,loam,medium,51,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-07,41.3,development,sugar_beet,6,18.0,18.8,loam,medium,52,drip,groundwater_well,4.4,1
farm_1,farm_1_field_1,2026-06-08,78.1,development,sugar_beet,1,18.0,18.3,loam,medium,53,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-09,83.3,development,sugar_beet,2,18.0,0.1,loam,medium,54,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-10,84.1,development,sugar_beet,3,18.0,0.4,loam,medium,55,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-11,79.2,development,sugar_beet,4,18.0,0.0,loam,medium,56,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-12,80.4,development,sugar_beet,5,18.0,0.0,loam,medium,57,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-13,77.3,development,sugar_beet,6,18.0,0.8,loam,medium,58,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-14,74.6,development,sugar_beet,7,18.0,0.0,loam,medium,59,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-15,69.1,sensitive,sugar_beet,8,18.0,1.0,loam,medium,60,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-16,69.0,sensitive,sugar_beet,9,18.0,0.0,loam,medium,61,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-17,63.8,sensitive,sugar_beet,10,18.0,0.9,loam,medium,62,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-18,60.3,sensitive,sugar_beet,11,18.0,22.0,loam,medium,63,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-19,71.3,sensitive,sugar_beet,12,18.0,0.2,loam,medium,64,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-20,66.8,sensitive,sugar_beet,13,18.0,0.4,loam,medium,65,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-21,65.4,sensitive,sugar_beet,14,18.0,0.2,loam,medium,66,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-22,61.9,sensitive,sugar_beet,15,18.0,0.2,loam,medium,67,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-23,53.8,sensitive,sugar_beet,16,18.0,0.1,loam,medium,68,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-24,56.2,sensitive,sugar_beet,17,18.0,0.0,loam,medium,69,drip,groundwater_well,4.4,0
farm_1,farm_1_field_1,2026-06-25,55.3,sensitive,sugar_beet,18,18.0,0.0,loam,medium,70,drip,groundwater_well,4.4,1
