farm_id,field_id,date,soil_moisture_pct_nfk,growth_stage,crop_type,days_since_last_irrigation,previous_irrigation_mm,onfarm_rain_gauge_mm,soil_type,crop_variety_maturity,days_after_planting,irrigation_type,water_source,field_area_ha,irrigation_need
farm_4,farm_4_field_1,2026-04-15,66.4,initial,sugar_beet,8,0.0,0.0,sand,late,8,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-16,68.3,initial,sugar_beet,9,0.0,4.5,sand,late,9,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-17,73.6,initial,sugar_beet,10,0.0,0.0,sand,late,10,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-18,80.2,initial,sugar_beet,11,0.0,0.0,sand,late,11,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-19,76.2,initial,sugar_beet,12,0.0,0.0,sand,late,12,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-20,67.9,initial,sugar_beet,13,0.0,0.0,sand,late,13,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-21,66.7,initial,sugar_beet,14,0.0,0.0,sand,late,14,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-22,74.2,initial,sugar_beet,15,0.0,3.9,sand,late,15,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-23,69.1,initial,sugar_beet,16,0.0,0.1,sand,late,16,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-24,75.4,initial,sugar_beet,17,0.0,0.4,sand,late,17,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-25,69.8,initial,sugar_beet,18,0.0,0.3,sand,late,18,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-26,67.0,initial,sugar_beet,19,0.0,0.0,sand,late,19,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-27,69.9,initial,sugar_beet,20,0.0,5.3,sand,late,20,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-28,77.7,initial,sugar_beet,21,0.0,0.0,sand,late,21,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-29,73.4,initial,sugar_beet,22,0.0,0.0,sand,late,22,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-04-30,75.8,initial,sugar_beet,23,0.0,1.3,sand,late,23,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-01,74.7,initial,sugar_beet,24,0.0,0.0,sand,late,24,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-02,69.1,initial,sugar_beet,25,0.0,0.2,sand,late,25,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-03,71.4,initial,sugar_beet,26,0.0,2.8,sand,late,26,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-04,71.4,initial,sugar_beet,27,0.0,0.5,sand,late,27,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-05,75.3,initial,sugar_beet,28,0.0,0.2,sand,late,28,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-06,71.7,development,sugar_beet,29,0.0,0.0,sand,late,29,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-07,68.2,development,sugar_beet,30,0.0,0.0,sand,late,30,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-08,65.0,development,sugar_beet,31,0.0,0.0,sand,late,31,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-09,67.3,development,sugar_beet,32,0.0,1.0,sand,late,32,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-10,59.4,development,sugar_beet,33,0.0,0.0,sand,late,33,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-11,61.2,development,sugar_beet,34,0.0,0.1,sand,late,34,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-12,56.5,development,sugar_beet,35,0.0,0.0,sand,late,35,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-13,51.8,development,sugar_beet,36,0.0,0.2,sand,late,36,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-14,49.3,development,sugar_beet,37,0.0,0.0,sand,late,37,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-15,48.4,development,sugar_beet,38,0.0,0.0,sand,late,38,drip,farm_reservoir,13.4,1
farm_4,farm_4_field_1,2026-05-16,40.9,development,sugar_beet,39,0.0,0.0,sand,late,39,drip,farm_reservoir,13.4,1
farm_4,farm_4_field_1,2026-05-17,64.0,development,sugar_beet,1,18.0,6.7,sand,late,40,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-18,73.9,development,sugar_beet,2,18.0,0.8,sand,late,41,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-19,68.8,development,sugar_beet,3,18.0,9.5,sand,late,42,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-20,75.8,development,sugar_beet,4,18.0,0.5,sand,late,43,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-21,71.8,development,sugar_beet,5,18.0,5.3,sand,late,44,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-22,78.8,development,sugar_beet,6,18.0,0.1,sand,late,45,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-23,79.3,development,sugar_beet,7,18.0,0.5,sand,late,46,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-24,67.5,development,sugar_beet,8,18.0,0.4,sand,late,47,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-25,71.3,development,sugar_beet,9,18.0,3.8,sand,late,48,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-26,68.0,development,sugar_beet,10,18.0,0.4,sand,late,49,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-27,73.1,development,sugar_beet,11,18.0,0.3,sand,late,50,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-28,59.8,development,sugar_beet,12,18.0,0.2,sand,late,51,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-29,58.5,development,sugar_beet,13,18.0,0.6,sand,late,52,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-30,53.7,development,sugar_beet,14,18.0,0.3,sand,late,53,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-05-31,54.4,development,sugar_beet,15,18.0,0.0,sand,late,54,drip,farm_reservoir,13.4,0
farm_4,farm_4_field_1,2026-06-01,45.6,development,sugar_beet,16,18.0,0.0,sand,late,55,drip,farm_reservoir,13.4,1
farm_4,farm_4_field_1,2026-06-02,37.1,development,sugar_beet,17,18.0,0.0,sand,late,56,drip,farm_reservoir,13.4,1
farm_4,farm_4_field_1,2026-06-03,65.0,development,sugar_beet,1,18.0,0.0,sand,late,57,drip,farm_reservoir,13.4,0
